subject,repetition,random_seed,edge_count,structural_overlap,same_reference_service_ratio,same_leiden_cluster_ratio
jpetstore,245,42245,48,0.125,,0.22916666666666666
jpetstore,246,42246,48,0.22916666666666666,,0.25
jpetstore,247,42247,48,0.083333333333333329,,0.14583333333333334
jpetstore,248,42248,48,0.083333333333333329,,0.14583333333333334
jpetstore,249,42249,48,0.16666666666666666,,0.20833333333333334
jpetstore,250,42250,48,0.22916666666666666,,0.35416666666666669
jpetstore,251,42251,48,0.20833333333333334,,0.1875
jpetstore,252,42252,48,0.0625,,0.10416666666666667
jpetstore,253,42253,48,0.22916666666666666,,0.16666666666666666
jpetstore,254,42254,48,0.14583333333333334,,0.22916666666666666
jpetstore,255,42255,48,0.25,,0.29166666666666669
jpetstore,256,42256,48,0.14583333333333334,,0.14583333333333334
jpetstore,257,42257,48,0.20833333333333334,,0.33333333333333331
jpetstore,258,42258,48,0.16666666666666666,,0.22916666666666666
jpetstore,259,42259,48,0.22916666666666666,,0.25
jpetstore,260,42260,48,0.20833333333333334,,0.22916666666666666
jpetstore,261,42261,48,0.14583333333333334,,0.20833333333333334
jpetstore,262,42262,48,0.14583333333333334,,0.16666666666666666
jpetstore,263,42263,48,0.22916666666666666,,0.20833333333333334
jpetstore,264,42264,48,0.20833333333333334,,0.3125
jpetstore,265,42265,48,0.16666666666666666,,0.27083333333333331
jpetstore,266,42266,48,0.14583333333333334,,0.25
jpetstore,267,42267,48,0.1875,,0.22916666666666666
jpetstore,268,42268,48,0.16666666666666666,,0.16666666666666666
jpetstore,269,42269,48,0.16666666666666666,,0.14583333333333334
jpetstore,270,42270,48,0.20833333333333334,,0.25
jpetstore,271,42271,48,0.14583333333333334,,0.16666666666666666
jpetstore,272,42272,48,0.16666666666666666,,0.14583333333333334
jpetstore,273,42273,48,0.22916666666666666,,0.25
jpetstore,274,42274,48,0.10416666666666667,,0.20833333333333334
jpetstore,275,42275,48,0.16666666666666666,,0.29166666666666669
jpetstore,276,42276,48,0.1875,,0.22916666666666666
jpetstore,277,42277,48,0.20833333333333334,,0.16666666666666666
jpetstore,278,42278,48,0.27083333333333331,,0.35416666666666669
jpetstore,279,42279,48,0.20833333333333334,,0.27083333333333331
jpetstore,280,42280,48,0.14583333333333334,,0.20833333333333334
jpetstore,281,42281,48,0.22916666666666666,,0.22916666666666666
jpetstore,282,42282,48,0.29166666666666669,,0.33333333333333331
jpetstore,283,42283,48,0.16666666666666666,,0.20833333333333334
jpetstore,284,42284,48,0.14583333333333334,,0.3125
jpetstore,285,42285,48,0.27083333333333331,,0.29166666666666669
jpetstore,286,42286,48,0.125,,0.20833333333333334
jpetstore,287,42287,48,0.25,,0.14583333333333334
jpetstore,288,42288,48,0.27083333333333331,,0.22916666666666666
jpetstore,289,42289,48,0.1875,,0.16666666666666666
jpetstore,290,42290,48,0.1875,,0.29166666666666669
jpetstore,291,42291,48,0.29166666666666669,,0.29166666666666669
jpetstore,292,42292,48,0.20833333333333334,,0.22916666666666666
jpetstore,293,42293,48,0.14583333333333334,,0.125
jpetstore,294,42294,48,0.20833333333333334,,0.33333333333333331
jpetstore,295,42295,48,0.22916666666666666,,0.20833333333333334
jpetstore,296,42296,48,0.083333333333333329,,0.125
jpetstore,297,42297,48,0.1875,,0.27083333333333331
jpetstore,298,42298,48,0.20833333333333334,,0.27083333333333331
jpetstore,299,42299,48,0.20833333333333334,,0.25
jpetstore,300,42300,48,0.125,,0.22916666666666666
jpetstore,301,42301,48,0.22916666666666666,,0.20833333333333334
jpetstore,302,42302,48,0.22916666666666666,,0.1875
jpetstore,303,42303,48,0.20833333333333334,,0.1875
jpetstore,304,42304,48,0.16666666666666666,,0.22916666666666666
