subject,seed,solution_id,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_distribution
jpetstore,1,seed1_solution007,0.42980338363054427,0.7160493827160493,2.5217391304347827,4,6.0,7,5,0.2916666666666667,0.0,"{""5"": 1, ""6"": 2, ""7"": 1}"
jpetstore,1,seed1_solution008,0.42478585581466277,0.7135802469135802,2.4913793103448274,4,6.0,9,3,0.375,0.0,"{""3"": 1, ""6"": 2, ""9"": 1}"
jpetstore,1,seed1_solution009,0.39634506934918456,0.7111111111111111,2.4615384615384617,4,6.0,9,2,0.375,0.0,"{""2"": 1, ""6"": 1, ""7"": 1, ""9"": 1}"
jpetstore,1,seed1_solution010,0.4182929431489105,0.7086419753086419,2.4322033898305087,4,6.0,8,3,0.3333333333333333,0.0,"{""3"": 1, ""6"": 1, ""7"": 1, ""8"": 1}"
jpetstore,1,seed1_solution011,0.4181039475689684,0.7061728395061728,2.403361344537815,4,6.0,8,3,0.3333333333333333,0.0,"{""3"": 1, ""6"": 1, ""7"": 1, ""8"": 1}"
jpetstore,1,seed1_solution012,0.4178235025148606,0.7037037037037037,2.375,4,6.0,7,4,0.2916666666666667,0.0,"{""4"": 1, ""6"": 1, ""7"": 2}"
jpetstore,1,seed1_solution013,0.4170004572473709,0.7037037037037037,2.375,4,6.0,6,6,0.25,0.0,"{""6"": 4}"
jpetstore,1,seed1_solution014,0.38565767413504026,0.6987654320987654,2.319672131147541,4,6.0,8,2,0.3333333333333333,0.0,"{""2"": 1, ""7"": 2, ""8"": 1}"
jpetstore,1,seed1_solution015,0.3934705075445817,0.691358024691358,2.24,4,6.0,9,2,0.375,0.0,"{""2"": 1, ""6"": 1, ""7"": 1, ""9"": 1}"
jpetstore,1,seed1_solution016,0.3920713305898491,0.6888888888888889,2.2142857142857144,4,6.0,9,2,0.375,0.0,"{""2"": 1, ""6"": 1, ""7"": 1, ""9"": 1}"
jpetstore,1,seed1_solution017,0.39219326322206977,0.6888888888888889,2.2142857142857144,4,6.0,8,2,0.3333333333333333,0.0,"{""2"": 1, ""6"": 1, ""8"": 2}"
jpetstore,1,seed1_solution018,0.4340832190214907,0.6839506172839506,2.1640625,5,4.8,6,2,0.25,0.0,"{""2"": 1, ""5"": 2, ""6"": 2}"
jpetstore,1,seed1_solution019,0.41254991617131526,0.6839506172839506,2.1640625,4,6.0,8,4,0.3333333333333333,0.0,"{""4"": 1, ""5"": 1, ""7"": 1, ""8"": 1}"
jpetstore,1,seed1_solution020,0.4333577198597777,0.6814814814814815,2.13953488372093,5,4.8,8,2,0.3333333333333333,0.0,"{""2"": 1, ""3"": 1, ""5"": 1, ""6"": 1, ""8"": 1}"
jpetstore,1,seed1_solution021,0.4304740131077581,0.6790123456790124,2.1153846153846154,5,4.8,7,2,0.2916666666666667,0.0,"{""2"": 1, ""3"": 1, ""5"": 1, ""7"": 2}"
jpetstore,1,seed1_solution022,0.4134948940710257,0.6765432098765433,2.0916030534351147,4,6.0,7,5,0.2916666666666667,0.0,"{""5"": 2, ""7"": 2}"
jpetstore,1,seed1_solution023,0.42484682213077285,0.671604938271605,2.045112781954887,5,4.8,6,3,0.25,0.0,"{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2}"
