source,target,flow_type,weight,evidence_method,evidence_statement
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: char captureChar(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.IArgumentMatcher,org.easymock.internal.LastControl,argument_passing_flow,3,<org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>,staticinvoke <org.easymock.internal.LastControl: void reportMatcher(org.easymock.IArgumentMatcher)>(r0)
org.easymock.MockType,org.easymock.EasyMockSupport,argument_passing_flow,3,"<org.easymock.EasyMockSupport: java.lang.Object mock(org.easymock.MockType,java.lang.Class)>",$r3 = virtualinvoke r0.<org.easymock.EasyMockSupport: org.easymock.IMocksControl createControl(org.easymock.MockType)>(r1)
org.easymock.MockType,org.easymock.EasyMockSupport,argument_passing_flow,3,"<org.easymock.EasyMockSupport: java.lang.Object mock(java.lang.String,org.easymock.MockType,java.lang.Class)>",$r4 = virtualinvoke r0.<org.easymock.EasyMockSupport: org.easymock.IMocksControl createControl(org.easymock.MockType)>(r1)
org.easymock.EasyMockSupport,org.easymock.internal.MockBuilder,argument_passing_flow,3,<org.easymock.EasyMockSupport: org.easymock.IMockBuilder partialMockBuilder(java.lang.Class)>,"specialinvoke $r0.<org.easymock.internal.MockBuilder: void <init>(java.lang.Class,org.easymock.EasyMockSupport)>(r1, r2)"
org.easymock.MockType,org.easymock.EasyMockSupport,argument_passing_flow,3,"<org.easymock.EasyMockSupport: java.lang.Object createMock(org.easymock.MockType,java.lang.Class)>","$r3 = virtualinvoke r0.<org.easymock.EasyMockSupport: java.lang.Object mock(org.easymock.MockType,java.lang.Class)>(r1, r2)"
org.easymock.MockType,org.easymock.EasyMockSupport,argument_passing_flow,3,"<org.easymock.EasyMockSupport: java.lang.Object createMock(java.lang.String,org.easymock.MockType,java.lang.Class)>","$r4 = virtualinvoke r0.<org.easymock.EasyMockSupport: java.lang.Object mock(java.lang.String,org.easymock.MockType,java.lang.Class)>(r1, r2, r3)"
org.easymock.MockType,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMockSupport: org.easymock.IMocksControl createControl(org.easymock.MockType)>,r1 = staticinvoke <org.easymock.EasyMock: org.easymock.IMocksControl createControl(org.easymock.MockType)>(r0)
org.easymock.MockType,org.easymock.EasyMockSupport,argument_passing_flow,3,<org.easymock.EasyMockSupport: org.easymock.IMocksControl createControl()>,$r2 = virtualinvoke r0.<org.easymock.EasyMockSupport: org.easymock.IMocksControl createControl(org.easymock.MockType)>($r1)
org.easymock.MockType,org.easymock.IMockBuilder,argument_passing_flow,3,<org.easymock.IMockBuilder: java.lang.Object mock(org.easymock.MockType)>,$r2 = interfaceinvoke r0.<org.easymock.IMockBuilder: java.lang.Object createMock(org.easymock.MockType)>(r1)
org.easymock.IMocksControl,org.easymock.IMockBuilder,argument_passing_flow,3,<org.easymock.IMockBuilder: java.lang.Object mock(org.easymock.IMocksControl)>,$r2 = interfaceinvoke r0.<org.easymock.IMockBuilder: java.lang.Object createMock(org.easymock.IMocksControl)>(r1)
