subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,OrderData,class,false,"public class OrderData {
    Date getCompletionDate();
    Date getOpenDate();
    BigDecimal getOrderFee();
    Integer getOrderID();
    String getOrderStatus();
    String getOrderType();
    BigDecimal getPrice();
    double getQuantity();
    String getSymbol();
    BigDecimal getTotal();
    void setCompletionDate(Date);
    void setOpenDate(Date);
    void setOrderFee(BigDecimal);
    void setOrderID(Integer);
    void setOrderStatus(String);
    void setOrderType(String);
    void setPrice(BigDecimal);
    void setQuantity(double);
    void setSymbol(String);
    void setTotal(BigDecimal);
}
",20,0,0,0,f5d70a04f3e76bbc0a742b4be8eaffc786d4f03bb5cfc3bacc2ca4d129020d84
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,OrderDataJSF,class,false,"@Named
public class OrderDataJSF {
    void getAllOrder();
    OrderData[] getAllOrders();
    void getOrder();
    OrderData getOrderData();
    void setAllOrders(OrderData[]);
    void setOrderData(OrderData);
}
",6,1,0,0,6f6185d3d371430468e930cbf320195ff438ce3f8c518b352be7e58534216c13
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,PortfolioJSF,class,false,"@Named
@RequestScoped
public class PortfolioJSF {
    BigDecimal getBalance();
    HtmlDataTable getDataTable();
    ArrayList getHoldingDatas();
    BigDecimal getHoldingsTotal();
    Integer getNumberHoldings();
    BigDecimal getOpenBalance();
    void getPortfolio();
    BigDecimal getSumOfCashHoldings();
    BigDecimal getTotalBasis();
    BigDecimal getTotalGain();
    BigDecimal getTotalGainPercent();
    String getTotalGainPercentHTML();
    BigDecimal getTotalValue();
    String sell();
    void setBalance(BigDecimal);
    void setDataTable(HtmlDataTable);
    void setHoldingDatas(ArrayList);
    void setHoldingsTotal(BigDecimal);
    void setNumberHoldings(Integer);
    void setOpenBalance(BigDecimal);
    void setSumOfCashHoldings(BigDecimal);
    void setTotalBasis(BigDecimal);
    void setTotalGain(BigDecimal);
    void setTotalGainPercent(BigDecimal);
    void setTotalValue(BigDecimal);
}
",25,2,0,0,6d99cfe661cf7fb2d5f26e23b40798585d64319d63a530b9067da8b7ce6ea506
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,QuoteData,class,false,"public class QuoteData {
    double getChange();
    String getChangeHTML();
    String getCompanyName();
    BigDecimal getGain();
    String getGainHTML();
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    BigDecimal getHigh();
    BigDecimal getLow();
    BigDecimal getOpen();
    BigDecimal getPrice();
    String getRange();
    String getSymbol();
    double getVolume();
    void setChange(double);
    void setCompanyName(String);
    void setGain(BigDecimal);
    void setGainPercent(BigDecimal);
    void setHigh(BigDecimal);
    void setLow(BigDecimal);
    void setOpen(BigDecimal);
    void setPrice(BigDecimal);
    void setRange(String);
    void setSymbol(String);
    void setVolume(double);
}
",25,0,0,0,0f6f6049b9c714e355cf03efbec5f9e2883315049a6506c8fc8bc7ffc40be36d
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,QuoteJSF,class,false,"@Named
@RequestScoped
public class QuoteJSF {
    String buy();
    void getAllQuotes();
    HtmlDataTable getDataTable();
    Integer getQuantity();
    QuoteData[] getQuotes();
    String getQuotesBySymbols();
    String getSymbols();
    void setDataTable(HtmlDataTable);
    void setQuantity(Integer);
    void setQuotes(QuoteData[]);
    void setSymbols(String);
}
",11,2,0,0,b0c3916f092940e14d25e45ab633463056cf3477245e18d2784f37cfc38c145b
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,TradeActionProducer,class,false,"public class TradeActionProducer {
    TradeAction produceTradeAction();
}
",1,0,0,0,4277db18ed7ead0dbd11694747de529e6445a9913d4128db077bbcfc4995751a
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,TradeAppJSF,class,false,"@Named
@SessionScoped
public class TradeAppJSF implements Serializable {
    String getAddress();
    String getCcn();
    String getCpassword();
    String getEmail();
    String getFullname();
    String getMoney();
    String getPassword();
    String getResults();
    String getUserID();
    String login();
    String logout();
    String register();
    void setAddress(String);
    void setCcn(String);
    void setCpassword(String);
    void setEmail(String);
    void setFullname(String);
    void setMoney(String);
    void setPassword(String);
    void setResults(String);
    void setUserID(String);
    String updateProfile();
}
",22,2,1,0,2543e97405d6998464b4194d8e699a912bba4c764f3df5147a5d5682ada39c19
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,TradeConfigJSF,class,false,"@Named
@RequestScoped
public class TradeConfigJSF {
    String buildDatabaseTables();
    int getMarketSummaryInterval();
    int getMaxQuotes();
    int getMaxUsers();
    String getOrderProcessingMode();
    String[] getOrderProcessingModeList();
    int getPercentSentToWebsocket();
    int getPrimIterations();
    String getResult();
    String getRuntimeMode();
    String[] getRuntimeModeList();
    String getWebInterface();
    String[] getWebInterfaceList();
    boolean isActionTrace();
    boolean isDisplayOrderAlerts();
    boolean isLongRun();
    boolean isPublishQuotePriceChange();
    boolean isTrace();
    boolean isUseRemoteEJBInterface();
    String populateDatabase();
    String resetTrade();
    void setActionTrace(boolean);
    void setDisplayOrderAlerts(boolean);
    void setLongRun(boolean);
    void setMarketSummaryInterval(int);
    void setMaxUsers(int);
    void setOrderProcessingMode(String);
    void setOrderProcessingModeList(String[]);
    void setPercentSentToWebsocket(int);
    void setPrimIterations(int);
    void setPublishQuotePriceChange(boolean);
    void setResult(String);
    void setRuntimeMode(String);
    void setRuntimeModeList(String[]);
    void setTrace(boolean);
    void setUseRemoteEJBInterface(boolean);
    void setWebInterface(String);
    void setWebInterfaceList(String[]);
    void setmaxQuotes(int);
    void updateConfig();
}
",40,2,0,0,8ff43f56d896f403f186b666ae271e4414c1a4b52de2fb376f9ab5a24b364ad7
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,ActionDecoder,class,false,"public class ActionDecoder implements Decoder$Text {
    ActionMessage decode(String);
    void destroy();
    void init(EndpointConfig);
    boolean willDecode(String);
}
",4,0,1,0,4f1ade6b8ee5d528e11a33caab76f938b8f815c0d6abae7de7fee37ec0251965
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,ActionMessage,class,false,"public class ActionMessage {
    void doDecoding(String);
    String getDecodedAction();
}
",2,0,0,0,3948a340df804c01c2a4d36caa6994f81fbbb944ad6559b40402a81f8aed7b64
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage$1,ActionMessage$1,class,false,"class ActionMessage$1 {
}
",0,0,0,0,57d3596e7f4560971733d7ac639f5f8ee8492847b62455152d3430a62e2994f9
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonDecoder,JsonDecoder,class,false,"public class JsonDecoder implements Decoder$Text {
    JsonMessage decode(String);
    void destroy();
    void init(EndpointConfig);
    boolean willDecode(String);
}
",4,0,1,0,a14ca8dd66bf5ba6c61a10183b4bbe6b10c2380299efc4546a241e5b1b211835
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonEncoder,JsonEncoder,class,false,"public class JsonEncoder implements Encoder$Text {
    void destroy();
    String encode(JsonMessage);
    void init(EndpointConfig);
}
",3,0,1,0,8a52a7f6c1e9e8da7cae8cd162c74e475575194bbcf2ba88398274f666631d5b
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,JsonMessage,class,false,"public class JsonMessage {
    String getKey();
    String getValue();
    void setKey(String);
    void setValue(String);
}
",4,0,0,0,f10472ed6aed19b4467a0a35a2aa3bdd56cd871b00c8e724bfce2026fc86d7a5
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,MarketSummaryWebSocket,class,false,"@ServerEndpoint
public class MarketSummaryWebSocket {
    JsonObject mergeJsonObjects(JsonObject, JsonObject);
    void onClose(Session, CloseReason);
    void onError(Throwable, Session);
    void onJMSMessage(Message);
    void onOpen(Session, EndpointConfig);
    void sendMarketSummary(ActionMessage, Session);
    void sendRecentQuotePriceChangeList();
    void startScheduler();
}
",8,1,0,0,42fefb8b53ecc2359f5423ab59cffee8913b55d5b0d00df1c0ce653deb24cc18
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,RecentStockChangeList,class,false,"public class RecentStockChangeList {
    void addStockChange(Message);
    boolean isEmpty();
    JsonObject stockChangesInJSON();
}
",3,0,0,0,a6d05df62b71da261fa4f3333e72b68393e336d74865b338eee45d0dfc077202
