subject,seed,solution_id,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_distribution,mojofm_vs_reference,pairwise_f1,reference_coverage_ratio,ari_vs_reference,nmi_vs_reference,pairwise_precision,pairwise_recall
daytrader,0,seed0_solution010,0.0704511104151633,0.7933579335793358,3.8392857142857144,9,5.888888888888889,21,2,0.39622641509433965,0.0,"{""2"": 2, ""21"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",21.739130434782606,0.1288888888888889,1.0,-0.03303882195448461,0.3343574855662675,0.10740740740740741,0.16111111111111112
daytrader,0,seed0_solution011,0.0910945946405958,0.7841328413284133,3.6324786324786325,10,5.3,20,1,0.37735849056603776,0.018867924528301886,"{""1"": 1, ""20"": 1, ""3"": 3, ""4"": 3, ""5"": 1, ""6"": 1}",30.434782608695656,0.17535545023696683,1.0,0.030040696122136903,0.4397866802814088,0.15289256198347106,0.20555555555555555
daytrader,0,seed0_solution012,0.08684852041094215,0.7818265682656826,3.583509513742072,9,5.888888888888889,21,3,0.39622641509433965,0.0,"{""21"": 1, ""3"": 3, ""4"": 3, ""5"": 1, ""6"": 1}",34.78260869565217,0.18099547511312214,1.0,0.030927274281407107,0.4319621942755658,0.15267175572519084,0.2222222222222222
daytrader,0,seed0_solution013,0.09728472515352458,0.7670664206642066,3.293069306930693,11,4.818181818181818,21,1,0.39622641509433965,0.03773584905660377,"{""1"": 2, ""2"": 2, ""21"": 1, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 1}",32.608695652173914,0.1598173515981735,1.0,0.007010205919903495,0.4329586977253687,0.13565891472868216,0.19444444444444445
daytrader,0,seed0_solution014,0.07677985134325514,0.7587638376383764,3.1453154875717018,9,5.888888888888889,19,2,0.3584905660377358,0.0,"{""19"": 1, ""2"": 2, ""3"": 2, ""5"": 3, ""9"": 1}",26.086956521739136,0.16470588235294115,1.0,0.016604683887827935,0.37192306418047794,0.14285714285714285,0.19444444444444445
daytrader,0,seed0_solution015,0.06883937871897176,0.7513837638376384,3.0222634508348794,9,5.888888888888889,20,1,0.37735849056603776,0.018867924528301886,"{""1"": 1, ""2"": 1, ""20"": 1, ""3"": 1, ""4"": 2, ""6"": 2, ""7"": 1}",17.391304347826086,0.12814645308924483,1.0,-0.03012168753654353,0.3354817723463627,0.10894941634241245,0.15555555555555556
daytrader,0,seed0_solution016,0.05744758122166102,0.7467712177121771,2.948998178506375,10,5.3,19,1,0.3584905660377358,0.03773584905660377,"{""1"": 2, ""19"": 1, ""2"": 1, ""3"": 1, ""4"": 3, ""7"": 1, ""8"": 1}",19.565217391304344,0.1279620853080569,1.0,-0.02570409145705063,0.35729737012346374,0.1115702479338843,0.15
daytrader,0,seed0_solution017,0.08235075604907352,0.7435424354243543,2.8992805755395685,8,6.625,19,3,0.3584905660377358,0.0,"{""19"": 1, ""3"": 1, ""4"": 2, ""5"": 3, ""8"": 1}",32.608695652173914,0.19339622641509432,1.0,0.05067360685854255,0.4081035192531642,0.1680327868852459,0.22777777777777777
daytrader,0,seed0_solution018,0.10391047320297929,0.7320110701107011,2.7314974182444063,10,5.3,17,2,0.32075471698113206,0.0,"{""17"": 1, ""2"": 3, ""3"": 2, ""4"": 1, ""6"": 2, ""8"": 1}",19.565217391304344,0.12853470437017994,1.0,-0.01375862083931928,0.3839740019059921,0.11961722488038277,0.1388888888888889
daytrader,0,seed0_solution019,0.09225677329420891,0.7260147601476015,2.6498316498316496,12,4.416666666666667,21,1,0.39622641509433965,0.018867924528301886,"{""1"": 1, ""2"": 6, ""21"": 1, ""4"": 2, ""5"": 1, ""6"": 1}",26.086956521739136,0.13856812933025403,1.0,-0.01661412121188146,0.4185571924845114,0.11857707509881422,0.16666666666666666
daytrader,0,seed0_solution020,0.08827770761563704,0.7163284132841329,2.5252032520325205,13,4.076923076923077,20,1,0.37735849056603776,0.018867924528301886,"{""1"": 1, ""2"": 7, ""20"": 1, ""4"": 3, ""6"": 1}",28.260869565217394,0.13658536585365855,1.0,-0.011680285370608494,0.4373229842204396,0.12173913043478261,0.15555555555555556
daytrader,0,seed0_solution021,0.08605026058332545,0.7140221402214022,2.496774193548387,10,5.3,17,2,0.32075471698113206,0.0,"{""17"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}",19.565217391304344,0.12041884816753927,1.0,-0.02056974580978496,0.37036635546930685,0.11386138613861387,0.12777777777777777
daytrader,0,seed0_solution022,0.08900639629090021,0.709409594095941,2.4412698412698415,12,4.416666666666667,19,1,0.3584905660377358,0.03773584905660377,"{""1"": 2, ""19"": 1, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2}",30.434782608695656,0.15841584158415842,1.0,0.01586314675091162,0.4319781684206226,0.14285714285714285,0.17777777777777778
daytrader,0,seed0_solution023,0.0947133583420705,0.6946494464944649,2.2749244712990935,12,4.416666666666667,18,1,0.33962264150943394,0.03773584905660377,"{""1"": 2, ""18"": 1, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",30.434782608695656,0.15816326530612246,1.0,0.019652650822669097,0.4269399767283298,0.14622641509433962,0.17222222222222222
daytrader,0,seed0_solution024,0.09166063149330757,0.6891143911439115,2.2166172106824926,12,4.416666666666667,18,1,0.33962264150943394,0.018867924528301886,"{""1"": 1, ""18"": 1, ""2"": 5, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2}",32.608695652173914,0.16020671834625322,1.0,0.02379426548610838,0.4371929585393723,0.1497584541062802,0.17222222222222222
daytrader,0,seed0_solution025,0.0748509007230295,0.6854243542435424,2.1788856304985336,9,5.888888888888889,19,2,0.3584905660377358,0.0,"{""19"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 2, ""9"": 1}",26.086956521739136,0.13711583924349882,1.0,-0.01525189033818181,0.3746330527560726,0.11934156378600823,0.16111111111111112
daytrader,0,seed0_solution026,0.11820266438365488,0.6761992619926199,2.0883190883190883,11,4.818181818181818,20,1,0.37735849056603776,0.018867924528301886,"{""1"": 1, ""2"": 3, ""20"": 1, ""3"": 1, ""4"": 4, ""7"": 1}",21.739130434782606,0.13776722090261284,1.0,-0.013855502272091588,0.3868215515236335,0.12033195020746888,0.16111111111111112
daytrader,0,seed0_solution027,0.11037686714505526,0.6748154981549815,2.075177304964539,8,6.625,18,3,0.33962264150943394,0.0,"{""10"": 1, ""18"": 1, ""3"": 3, ""4"": 1, ""6"": 2}",26.086956521739136,0.1513002364066194,1.0,0.0014371818317609041,0.3418409557001853,0.13168724279835392,0.17777777777777778
daytrader,0,seed0_solution028,0.058950807450878946,0.6600553505535055,1.9416553595658073,8,6.625,18,2,0.33962264150943394,0.0,"{""18"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",26.086956521739136,0.14388489208633096,1.0,-0.005395396745594788,0.34958410038072724,0.12658227848101267,0.16666666666666666
daytrader,0,seed0_solution029,0.1001045907599297,0.6591328413284133,1.9336941813261164,8,6.625,19,3,0.3584905660377358,0.0,"{""11"": 1, ""19"": 1, ""3"": 3, ""4"": 2, ""6"": 1}",19.565217391304344,0.1312217194570136,1.0,-0.02796664827607644,0.31692497112234447,0.11068702290076336,0.16111111111111112
daytrader,0,seed0_solution030,0.13724813966313104,0.6531365313653137,1.8829787234042554,9,5.888888888888889,18,2,0.33962264150943394,0.0,"{""10"": 1, ""18"": 1, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 1}",19.565217391304344,0.1330166270783848,1.0,-0.019441483000863444,0.33576714837689015,0.11618257261410789,0.15555555555555556
daytrader,0,seed0_solution031,0.1379388514249535,0.6512915129151291,1.8677248677248677,9,5.888888888888889,18,2,0.33962264150943394,0.0,"{""11"": 1, ""18"": 1, ""2"": 3, ""3"": 2, ""5"": 1, ""7"": 1}",19.565217391304344,0.14018691588785048,1.0,-0.01318670779853908,0.3451945330471795,0.12096774193548387,0.16666666666666666
