source_class_id,rank,target_class_id,weight
org.apache.xerces.dom.DeferredCDATASectionImpl,3,org.apache.xerces.dom.DeferredNotationImpl,0.73268456159848727
org.apache.xerces.dom.DeferredCommentImpl,1,org.apache.xerces.dom.DeferredNotationImpl,0.77879055891498128
org.apache.xerces.dom.DeferredCommentImpl,2,org.apache.xerces.dom.DeferredTextImpl,0.7670048725384554
org.apache.xerces.dom.DeferredCommentImpl,3,org.apache.xerces.dom.DeferredElementImpl,0.76171451150805403
org.apache.xerces.dom.DeferredDOMImplementationImpl,1,org.apache.xerces.dom.DOMImplementationImpl,0.74293666512895895
org.apache.xerces.dom.DeferredDOMImplementationImpl,2,org.apache.xerces.dom.DeferredDocumentImpl,0.68038021013098382
org.apache.xerces.dom.DeferredDOMImplementationImpl,3,org.apache.xerces.dom.DOMImplementationSourceImpl,0.67048172873214551
org.apache.xerces.dom.DeferredDocumentImpl,1,org.apache.xerces.dom.DeferredDocumentTypeImpl,0.78876022500593168
org.apache.xerces.dom.DeferredDocumentImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.73347543570016016
org.apache.xerces.dom.DeferredDocumentImpl,3,org.apache.xerces.dom.CoreDocumentImpl,0.71587945676172449
org.apache.xerces.dom.DeferredDocumentImpl$IntVector,1,org.apache.xerces.impl.xs.XMLSchemaValidator$ShortVector,0.56054836088980076
org.apache.xerces.dom.DeferredDocumentImpl$IntVector,2,org.apache.xerces.dom.DeferredDocumentImpl,0.55408369969104077
org.apache.xerces.dom.DeferredDocumentImpl$IntVector,3,org.apache.xerces.dom.DeferredDocumentImpl$RefCount,0.52169807364306031
org.apache.xerces.dom.DeferredDocumentImpl$RefCount,1,org.apache.xerces.dom.DeferredDocumentTypeImpl,0.57545797605033533
org.apache.xerces.dom.DeferredDocumentImpl$RefCount,2,org.apache.xerces.dom.DeferredDocumentImpl,0.56911223784061316
org.apache.xerces.dom.DeferredDocumentImpl$RefCount,3,org.apache.xerces.dom.DeferredEntityReferenceImpl,0.5504892753372721
org.apache.xerces.dom.DeferredDocumentTypeImpl,1,org.apache.xerces.dom.DeferredDocumentImpl,0.78876022500593168
org.apache.xerces.dom.DeferredDocumentTypeImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.77814946999236467
org.apache.xerces.dom.DeferredDocumentTypeImpl,3,org.apache.xerces.dom.DeferredNotationImpl,0.77367983967962084
org.apache.xerces.dom.DeferredElementDefinitionImpl,1,org.apache.xerces.dom.DeferredElementImpl,0.91903453434269045
org.apache.xerces.dom.DeferredElementDefinitionImpl,2,org.apache.xerces.dom.DeferredElementNSImpl,0.85626924798455473
org.apache.xerces.dom.DeferredElementDefinitionImpl,3,org.apache.xerces.dom.DeferredEntityImpl,0.775973039345069
org.apache.xerces.dom.DeferredElementImpl,1,org.apache.xerces.dom.DeferredElementDefinitionImpl,0.91903453434269045
org.apache.xerces.dom.DeferredElementImpl,2,org.apache.xerces.dom.DeferredElementNSImpl,0.91442742571996438
org.apache.xerces.dom.DeferredElementImpl,3,org.apache.xerces.dom.DeferredEntityImpl,0.84167937486979316
org.apache.xerces.dom.DeferredElementNSImpl,1,org.apache.xerces.dom.DeferredElementImpl,0.91442742571996438
org.apache.xerces.dom.DeferredElementNSImpl,2,org.apache.xerces.dom.DeferredAttrNSImpl,0.85988379816460625
org.apache.xerces.dom.DeferredElementNSImpl,3,org.apache.xerces.dom.DeferredElementDefinitionImpl,0.85626924798455473
org.apache.xerces.dom.DeferredEntityImpl,1,org.apache.xerces.dom.DeferredEntityReferenceImpl,0.90326744863933106
org.apache.xerces.dom.DeferredEntityImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.84167937486979316
org.apache.xerces.dom.DeferredEntityImpl,3,org.apache.xerces.dom.DeferredNotationImpl,0.7908828646933358
org.apache.xerces.dom.DeferredEntityReferenceImpl,1,org.apache.xerces.dom.DeferredEntityImpl,0.90326744863933106
org.apache.xerces.dom.DeferredEntityReferenceImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.78787412491870912
org.apache.xerces.dom.DeferredEntityReferenceImpl,3,org.apache.xerces.dom.EntityReferenceImpl,0.75896828386156268
org.apache.xerces.dom.DeferredNode,1,org.apache.xerces.dom.DeferredNotationImpl,0.76938748545250413
org.apache.xerces.dom.DeferredNode,2,org.apache.xerces.dom.DeferredElementImpl,0.75409581049523711
org.apache.xerces.dom.DeferredNode,3,org.apache.xerces.dom.DeferredEntityImpl,0.72034299086761167
org.apache.xerces.dom.DeferredNotationImpl,1,org.apache.xerces.dom.DeferredElementImpl,0.81086144160228357
org.apache.xerces.dom.DeferredNotationImpl,2,org.apache.xerces.dom.DeferredTextImpl,0.79335551499888746
org.apache.xerces.dom.DeferredNotationImpl,3,org.apache.xerces.dom.DeferredEntityImpl,0.7908828646933358
org.apache.xerces.dom.DeferredProcessingInstructionImpl,1,org.apache.xerces.dom.DeferredNotationImpl,0.76289732511831287
org.apache.xerces.dom.DeferredProcessingInstructionImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.7576953372574432
org.apache.xerces.dom.DeferredProcessingInstructionImpl,3,org.apache.xerces.dom.DeferredTextImpl,0.73546694877372776
org.apache.xerces.dom.DeferredTextImpl,1,org.apache.xerces.dom.DeferredNotationImpl,0.79335551499888746
org.apache.xerces.dom.DeferredTextImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.78750032739965747
org.apache.xerces.dom.DeferredTextImpl,3,org.apache.xerces.dom.DeferredCDATASectionImpl,0.76897123593034933
org.apache.xerces.dom.DocumentFragmentImpl,1,org.apache.xerces.dom.DocumentTypeImpl,0.69848587400246187
org.apache.xerces.dom.DocumentFragmentImpl,2,org.apache.xerces.dom.CoreDocumentImpl,0.66762499579843226
org.apache.xerces.dom.DocumentFragmentImpl,3,org.apache.xerces.dom.ParentNode,0.63784457255347282
org.apache.xerces.dom.DocumentImpl,1,org.apache.xerces.dom.CoreDocumentImpl,0.85115164836886636
org.apache.xerces.dom.DocumentImpl,2,org.apache.xerces.dom.NodeImpl,0.70725887338780902
org.apache.xerces.dom.DocumentImpl,3,org.apache.xerces.dom.DeferredDocumentImpl,0.69282367126912492
org.apache.xerces.dom.DocumentImpl$EnclosingAttr,1,org.apache.xerces.dom.DocumentImpl$LEntry,0.59519475693709367
org.apache.xerces.dom.DocumentImpl$EnclosingAttr,2,org.apache.xerces.util.XMLAttributesImpl$Attribute,0.58662430454910686
org.apache.xerces.dom.DocumentImpl$EnclosingAttr,3,org.apache.xerces.stax.events.AttributeImpl,0.50284149700738912
org.apache.xerces.dom.DocumentImpl$LEntry,1,org.apache.xerces.dom.DocumentImpl$EnclosingAttr,0.59519475693709367
org.apache.xerces.dom.DocumentImpl$LEntry,2,org.apache.xerces.util.SoftReferenceSymbolTable$SREntryData,0.47415712755282702
org.apache.xerces.dom.DocumentImpl$LEntry,3,org.apache.xerces.util.SymbolTable$Entry,0.46600923675526407
org.apache.xerces.dom.DocumentTypeImpl,1,org.apache.xerces.dom.CoreDocumentImpl,0.75200578397431761
org.apache.xerces.dom.DocumentTypeImpl,2,org.apache.xerces.dom.DeferredDocumentTypeImpl,0.70055558032331089
org.apache.xerces.dom.DocumentTypeImpl,3,org.apache.xerces.dom.DocumentFragmentImpl,0.69848587400246187
org.apache.xerces.dom.ElementDefinitionImpl,1,org.apache.xerces.dom.ElementImpl,0.79692328424512693
org.apache.xerces.dom.ElementDefinitionImpl,2,org.apache.xerces.dom.EntityImpl,0.73254784535230744
org.apache.xerces.dom.ElementDefinitionImpl,3,org.apache.xerces.impl.xs.opti.ElementImpl,0.71308478060351033
org.apache.xerces.dom.ElementImpl,1,org.apache.xerces.dom.ElementDefinitionImpl,0.79692328424512693
org.apache.xerces.dom.ElementImpl,2,org.apache.xerces.impl.xs.opti.ElementImpl,0.79536777019881499
org.apache.xerces.dom.ElementImpl,3,org.apache.xerces.impl.xs.opti.DefaultElement,0.75854208436681747
org.apache.xerces.dom.ElementNSImpl,1,org.apache.xerces.dom.AttrNSImpl,0.81015753484241682
org.apache.xerces.dom.ElementNSImpl,2,org.apache.xerces.impl.xs.opti.ElementImpl,0.75049205464534585
org.apache.xerces.dom.ElementNSImpl,3,org.apache.xerces.stax.events.ElementImpl,0.74409256389928746
org.apache.xerces.dom.EntityImpl,1,org.apache.xerces.dom.EntityReferenceImpl,0.82026511952560655
org.apache.xerces.dom.EntityImpl,2,org.apache.xerces.dom.ElementDefinitionImpl,0.73254784535230744
org.apache.xerces.dom.EntityImpl,3,org.apache.xerces.dom.ElementImpl,0.7192761352593412
org.apache.xerces.dom.EntityReferenceImpl,1,org.apache.xerces.dom.EntityImpl,0.82026511952560655
org.apache.xerces.dom.EntityReferenceImpl,2,org.apache.xerces.stax.events.EntityReferenceImpl,0.7594178026045294
org.apache.xerces.dom.EntityReferenceImpl,3,org.apache.xerces.dom.DeferredEntityReferenceImpl,0.75896828386156268
org.apache.xerces.dom.LCount,1,org.apache.xerces.util.SymbolHash,0.41838459555599899
org.apache.xerces.dom.LCount,2,org.apache.xerces.impl.xs.traversers.LargeContainer,0.41632320919572724
org.apache.xerces.dom.LCount,3,org.apache.xerces.impl.xs.traversers.Container,0.38258963221541675
org.apache.xerces.dom.NamedNodeMapImpl,1,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl,0.91021759984336514
org.apache.xerces.dom.NamedNodeMapImpl,2,org.apache.xerces.dom.AttributeMap,0.77844932060333893
org.apache.xerces.dom.NamedNodeMapImpl,3,org.apache.xerces.impl.xs.util.XSNamedMapImpl,0.73103589704592964
org.apache.xerces.dom.NodeImpl,1,org.apache.xerces.dom.CoreDocumentImpl,0.70968648136025936
org.apache.xerces.dom.NodeImpl,2,org.apache.xerces.dom.DocumentImpl,0.70725887338780902
