subject,stage,seed,four_d_front_size,projected_3d_front_size,population_size_limit_plausible,leiden_in_four_d_front,leiden_dominated_in_four_d,leiden_four_d_dominator_solution_ids,leiden_in_projected_3d_front,leiden_dominated_in_projected_3d,leiden_projected_dominator_solution_ids,leiden_eligible_for_projected_selector,another_eligible_solution_higher_modularity,selected_solution_id,selected_equals_leiden,selected_weighted_modularity,four_d_classification,projected_selection_classification
jpetstore,stage3,29,100,55,True,True,False,,True,False,,True,False,seed29_solution000,True,0.44206980643194632163,present,present_selected
daytrader,stage3,0,100,64,True,False,False,,False,True,seed0_solution032,False,False,seed0_solution041,False,0.25978825690009671456,absent_not_dominated,absent_or_not_selected
daytrader,stage3,1,100,77,True,False,False,,False,False,,False,False,seed1_solution032,False,0.31524954980868991061,absent_not_dominated,absent_or_not_selected
daytrader,stage3,2,100,76,True,False,False,,False,False,,False,False,seed2_solution034,False,0.25698775207309271229,absent_not_dominated,absent_or_not_selected
daytrader,stage3,3,100,74,True,False,True,seed3_solution037;seed3_solution038,False,True,seed3_solution037;seed3_solution038,False,False,seed3_solution043,False,0.16353784415381050765,absent_dominated,absent_or_not_selected
daytrader,stage3,4,100,74,True,False,True,seed4_solution033;seed4_solution036;seed4_solution042,False,True,seed4_solution033;seed4_solution036;seed4_solution042,False,False,seed4_solution043,False,0.30470196739559640697,absent_dominated,absent_or_not_selected
daytrader,stage3,5,100,67,True,False,False,,False,True,seed5_solution031,False,False,seed5_solution034,False,0.31327326101904917621,absent_not_dominated,absent_or_not_selected
daytrader,stage3,6,99,61,False,False,False,,False,False,,False,False,seed6_solution030,False,0.31407269100366280723,absent_not_dominated,absent_or_not_selected
daytrader,stage3,7,100,76,True,False,False,,False,False,,False,False,seed7_solution038,False,0.32176264365272799761,absent_not_dominated,absent_or_not_selected
daytrader,stage3,8,100,68,True,False,False,,False,False,,False,False,seed8_solution042,False,0.15980663900273681111,absent_not_dominated,absent_or_not_selected
daytrader,stage3,9,100,66,True,False,False,,False,False,,False,False,seed9_solution034,False,0.32145882834520217441,absent_not_dominated,absent_or_not_selected
daytrader,stage3,10,100,67,True,False,False,,False,False,,False,False,seed10_solution032,False,0.32120075553845939265,absent_not_dominated,absent_or_not_selected
daytrader,stage3,11,100,67,True,False,False,,False,False,,False,False,seed11_solution030,False,0.31499094511240310901,absent_not_dominated,absent_or_not_selected
daytrader,stage3,12,100,76,True,False,False,,False,False,,False,False,seed12_solution031,False,0.30174849113574148118,absent_not_dominated,absent_or_not_selected
daytrader,stage3,13,100,68,True,False,False,,False,False,,False,False,seed13_solution032,False,0.3010496946528504747,absent_not_dominated,absent_or_not_selected
daytrader,stage3,14,100,77,True,False,True,seed14_solution029,False,True,seed14_solution026;seed14_solution029,False,False,seed14_solution029,False,0.32459676389891201076,absent_dominated,absent_or_not_selected
daytrader,stage3,15,100,67,True,False,False,,False,False,,False,False,seed15_solution029,False,0.32176264365272799761,absent_not_dominated,absent_or_not_selected
daytrader,stage3,16,100,65,True,False,True,seed16_solution036,False,True,seed16_solution036,False,False,seed16_solution036,False,0.32459676389891201076,absent_dominated,absent_or_not_selected
daytrader,stage3,17,100,74,True,False,False,,False,False,,False,False,seed17_solution027,False,0.32335618472651511679,absent_not_dominated,absent_or_not_selected
daytrader,stage3,18,100,62,True,False,False,,False,False,,False,False,seed18_solution032,False,0.31295210611238949427,absent_not_dominated,absent_or_not_selected
daytrader,stage3,19,100,67,True,False,False,,False,False,,False,False,seed19_solution031,False,0.31246978867390140522,absent_not_dominated,absent_or_not_selected
daytrader,stage3,20,100,59,True,False,False,,False,False,,False,False,seed20_solution040,False,0.14590549301480090771,absent_not_dominated,absent_or_not_selected
daytrader,stage3,21,100,70,True,False,False,,False,False,,False,False,seed21_solution034,False,0.29887607484239042677,absent_not_dominated,absent_or_not_selected
daytrader,stage3,22,100,71,True,False,False,,False,False,,False,False,seed22_solution034,False,0.14013885295679520682,absent_not_dominated,absent_or_not_selected
daytrader,stage3,23,100,64,True,False,False,,False,False,,False,False,seed23_solution029,False,0.30988757131575001003,absent_not_dominated,absent_or_not_selected
daytrader,stage3,24,100,73,True,False,False,,False,False,,False,False,seed24_solution038,False,0.29950519379501910899,absent_not_dominated,absent_or_not_selected
daytrader,stage3,25,100,66,True,False,True,seed25_solution026,False,True,seed25_solution026,False,False,seed25_solution026,False,0.32459676389891201076,absent_dominated,absent_or_not_selected
daytrader,stage3,26,100,72,True,False,False,,False,False,,False,False,seed26_solution038,False,0.32311811096662618192,absent_not_dominated,absent_or_not_selected
daytrader,stage3,27,100,49,True,False,False,,False,True,seed27_solution027,False,False,seed27_solution029,False,0.30703834540651681051,absent_not_dominated,absent_or_not_selected
daytrader,stage3,28,100,70,True,False,True,seed28_solution030,False,True,seed28_solution025;seed28_solution028,False,False,seed28_solution068,False,0.1577284401764681987,absent_dominated,absent_or_not_selected
daytrader,stage3,29,100,76,True,False,False,,False,True,seed29_solution033;seed29_solution036,False,False,seed29_solution051,False,0.1350249477471711923,absent_not_dominated,absent_or_not_selected
xerces,stage3,0,100,90,True,False,False,,False,False,,False,False,seed0_solution018,False,0.65975444195276100601,absent_not_dominated,absent_or_not_selected
xerces,stage3,1,100,83,True,False,True,seed1_solution017,False,True,seed1_solution017,False,False,seed1_solution017,False,0.66151914293437164005,absent_dominated,absent_or_not_selected
xerces,stage3,2,100,86,True,False,False,,False,False,,False,False,seed2_solution014,False,0.66051159611366283553,absent_not_dominated,absent_or_not_selected
xerces,stage3,3,100,79,True,False,False,,False,False,,False,False,seed3_solution013,False,0.66057151256330481903,absent_not_dominated,absent_or_not_selected
xerces,stage3,4,100,86,True,False,False,,False,False,,False,False,seed4_solution017,False,0.66151614119938106917,absent_not_dominated,absent_or_not_selected
xerces,stage3,5,100,78,True,False,False,,False,False,,False,False,seed5_solution015,False,0.66050210798493536046,absent_not_dominated,absent_or_not_selected
xerces,stage3,6,100,72,True,False,True,seed6_solution017,False,True,seed6_solution017,False,False,seed6_solution017,False,0.66151914293437164005,absent_dominated,absent_or_not_selected
xerces,stage3,7,100,84,True,False,False,,False,False,,False,False,seed7_solution013,False,0.65864084788676924287,absent_not_dominated,absent_or_not_selected
xerces,stage3,8,100,80,True,False,False,,False,False,,False,False,seed8_solution016,False,0.66142909874043931406,absent_not_dominated,absent_or_not_selected
xerces,stage3,9,100,84,True,False,False,,False,False,,False,False,seed9_solution013,False,0.65718917742228055712,absent_not_dominated,absent_or_not_selected
xerces,stage3,10,100,91,True,False,False,,False,False,,False,False,seed10_solution018,False,0.66067126608819870537,absent_not_dominated,absent_or_not_selected
xerces,stage3,11,100,83,True,True,False,,True,False,,True,False,seed11_solution013,True,0.66151914293437164005,present,present_selected
xerces,stage3,12,100,88,True,False,False,,False,False,,False,False,seed12_solution013,False,0.66142452130130990895,absent_not_dominated,absent_or_not_selected
xerces,stage3,13,100,85,True,False,True,seed13_solution015,False,True,seed13_solution015,False,False,seed13_solution015,False,0.66151914293437164005,absent_dominated,absent_or_not_selected
xerces,stage3,14,100,86,True,False,False,,False,False,,False,False,seed14_solution014,False,0.66120778693883497379,absent_not_dominated,absent_or_not_selected
xerces,stage3,15,100,85,True,False,False,,False,False,,False,False,seed15_solution015,False,0.65993907015470187893,absent_not_dominated,absent_or_not_selected
xerces,stage3,16,100,86,True,False,False,,False,False,,False,False,seed16_solution015,False,0.66079980153818251853,absent_not_dominated,absent_or_not_selected
xerces,stage3,17,100,88,True,True,False,,True,False,,True,False,seed17_solution010,True,0.66151914293437164005,present,present_selected
xerces,stage3,18,100,82,True,False,False,,False,False,,False,False,seed18_solution011,False,0.65938533191446913051,absent_not_dominated,absent_or_not_selected
xerces,stage3,19,100,86,True,False,False,,False,False,,False,False,seed19_solution012,False,0.66139497447129824703,absent_not_dominated,absent_or_not_selected
xerces,stage3,20,100,86,True,False,False,,False,False,,False,False,seed20_solution013,False,0.66151256723281692818,absent_not_dominated,absent_or_not_selected
xerces,stage3,21,100,82,True,False,False,,False,False,,False,False,seed21_solution016,False,0.65758467295921563256,absent_not_dominated,absent_or_not_selected
xerces,stage3,22,100,83,True,False,False,,False,False,,False,False,seed22_solution015,False,0.66121903145464755447,absent_not_dominated,absent_or_not_selected
xerces,stage3,23,100,87,True,False,True,seed23_solution013,False,True,seed23_solution013,False,False,seed23_solution013,False,0.66151914293437164005,absent_dominated,absent_or_not_selected
xerces,stage3,24,100,79,True,False,True,seed24_solution012,False,True,seed24_solution012,False,True,seed24_solution012,False,0.66204481412551985375,absent_dominated,absent_or_not_selected
xerces,stage3,25,100,83,True,True,False,,True,False,,True,False,seed25_solution013,True,0.66151914293437164005,present,present_selected
xerces,stage3,26,100,86,True,False,False,,False,False,,False,False,seed26_solution017,False,0.66049344181890246031,absent_not_dominated,absent_or_not_selected
xerces,stage3,27,100,81,True,False,False,,False,False,,False,False,seed27_solution020,False,0.66104479024808238119,absent_not_dominated,absent_or_not_selected
xerces,stage3,28,100,85,True,False,False,,False,False,,False,False,seed28_solution013,False,0.64960415570776697258,absent_not_dominated,absent_or_not_selected
xerces,stage3,29,100,87,True,False,False,,False,False,,False,False,seed29_solution010,False,0.66122506510736311913,absent_not_dominated,absent_or_not_selected
