profile_family,stage,subject,seed,budget,solution_id,status,coupling_change_vs_leiden,coupling_change_vs_conservative,cohesion_change_vs_leiden,cohesion_change_vs_conservative,imbalance_change_vs_leiden,imbalance_change_vs_conservative,weighted_modularity_change_vs_leiden,weighted_modularity_change_vs_conservative,cluster_count_change_vs_leiden,cluster_count_change_vs_conservative,max_cluster_ratio_change_vs_leiden,max_cluster_ratio_change_vs_conservative,singleton_ratio_change_vs_leiden,singleton_ratio_change_vs_conservative
stage3_balance,stage3a,jpetstore,5,0.050000000000000003,seed5_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,6,0.050000000000000003,seed6_solution002,selected,0.012345679012345678,0.012345679012345678,-0.65238095238095273,-0.65238095238095184,-0.086273015034173547,-0.086273015034173547,-0.017283950617283994,-0.017283950617283994,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,7,0.050000000000000003,seed7_solution002,selected,0.012345679012345678,0.012345679012345678,-0.65238095238095273,-0.65238095238095184,-0.086273015034173547,-0.086273015034173547,-0.017283950617283994,-0.017283950617283994,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,8,0.050000000000000003,seed8_solution003,selected,0.022222222222222254,0.022222222222222254,-0.57738095238095344,-0.57738095238095255,-0.20412414523193148,-0.20412414523193148,-0.0079500076207895676,-0.0079500076207895676,0,0,-0.041666666666666685,-0.041666666666666685,0,0
stage3_balance,stage3a,jpetstore,9,0.050000000000000003,seed9_solution002,selected,0.012345679012345678,0.012345679012345678,-0.65238095238095273,-0.65238095238095184,-0.086273015034173547,-0.086273015034173547,-0.017360158512421897,-0.017360158512421897,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,10,0.050000000000000003,seed10_solution003,selected,0.012345679012345678,0.0098765432098765205,-0.65238095238095273,-1.8339285714285705,-0.086273015034173547,-0.19395365203340381,-0.017360158512421897,-0.01520195092211557,0,0,0,-0.04166666666666663,0,0
stage3_balance,stage3a,jpetstore,11,0.050000000000000003,seed11_solution000,selected,0,0,-8.8817841970012523e-16,0,0,0,0,0,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,12,0.050000000000000003,seed12_solution000,selected,0,0,-8.8817841970012523e-16,0,0,0,0,0,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,13,0.050000000000000003,seed13_solution001,selected,0,0,-0.50833333333333375,-0.50833333333333286,-0.037457478565264823,-0.037457478565264823,-0.0050144795000762188,-0.0050144795000762188,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,14,0.050000000000000003,seed14_solution002,selected,0.012345679012345678,0.012345679012345678,-0.95238095238095344,-0.95238095238095255,-0.086273015034173547,-0.086273015034173547,-0.01472336534064933,-0.01472336534064933,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,15,0.050000000000000003,seed15_solution001,selected,0.012345679012345678,0.012345679012345678,-0.65238095238095273,-0.65238095238095184,-0.086273015034173547,-0.086273015034173547,-0.017360158512421897,-0.017360158512421897,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,16,0.050000000000000003,seed16_solution000,selected,0,0,-8.8817841970012523e-16,0,0,0,0,0,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,17,0.050000000000000003,seed17_solution003,selected,0.017283950617283994,0.017283950617283994,-0.81071428571428594,-0.81071428571428505,-0.086273015034173547,-0.086273015034173547,-0.020082304526749029,-0.020082304526749029,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,18,0.050000000000000003,seed18_solution000,selected,0,0,-8.8817841970012523e-16,0,0,0,0,0,0,0,0,0,0,0
stage3_balance,stage3a,jpetstore,19,0.050000000000000003,seed19_solution000,selected,0,0,-8.8817841970012523e-16,0,0,0,0,0,0,0,0,0,0,0
