stage,subject,profile,availability_rate,median_q_loss,median_imbalance_gain,median_semantic_gain,median_coupling,median_cohesion,median_cluster_count,median_singleton_ratio
stage3a,xerces,knee_projected_structural,1,0.04085866938279642,0.080030666856376803,-0.065332499549619852,0.23834651329978435,8.9543077966494273,28.5,0.0036855036855036856
stage3b,daytrader,budgeted_balance_0.010,0.29999999999999999,0.0038219086274786239,0.10332957161348442,0.014384248152669782,0.41789667896678967,7.1948551448551452,10,0.037735849056603772
stage3b,daytrader,budgeted_balance_0.025,0.33333333333333331,0.0066432781501989217,0.11839441492302449,0.023092666292817948,0.41789667896678967,7.1105588855588859,10,0.037735849056603772
stage3b,daytrader,budgeted_balance_0.050,0.6333333333333333,0.032421989575123218,0.11839229650760019,0,0.42850553505535055,7.0262626262626258,10,0.037735849056603772
stage3b,daytrader,budgeted_balance_0.100,0.80000000000000004,0.062078486442908212,0.1908505604001384,-0.044771135913933113,0.43703874538745391,6.9855157468793827,10,0.018867924528301886
stage3b,daytrader,budgeted_semantic_0.050,0.6333333333333333,0.029593082417483391,0.10332957161348442,0.01114627990072236,0.42758302583025831,7.0262626262626258,10,0.037735849056603772
stage3b,daytrader,conservative,1,0.041337700791943342,0.15214576422247073,-0.03148022758902598,0.43404059040590404,7.1909174159174158,10,0.028301886792452831
stage3b,daytrader,extreme_balance,1,1.0080287282207414,0.97011928476664022,-0.16674125702425197,0.64852398523985233,1.9309640522875817,3,0
stage3b,daytrader,extreme_semantic,1,0.70050600470938329,-0.62255840632523141,0.15327728290778173,0.18957564575645758,2.569656780840992,16,0.13207547169811321
stage3b,daytrader,knee_native,1,0.71316660958819922,0.2864526616401637,-0.11960809790386551,0.59663284132841332,52.635088914353616,5,0
stage3b,daytrader,knee_projected_structural,1,0.6834914324947442,0.3333190446630574,-0.17893018907298919,0.60032287822878239,52.684672484378368,5,0
stage3b,jpetstore,budgeted_balance_0.010,0.96666666666666667,0,0,0,0.25185185185185183,5.477380952380952,4,0
stage3b,jpetstore,budgeted_balance_0.025,1,0.011343184780135315,0.18350341907227391,0,0.25185185185185183,4.9690476190476192,4,0
stage3b,jpetstore,budgeted_balance_0.050,1,0.0119396501196379,0.4226497308103741,0,0.25802469135802464,4.9648809523809518,4,0
stage3b,jpetstore,budgeted_balance_0.100,1,0.023679329200598641,0.4226497308103741,-0.036946660878884117,0.27407407407407408,4.8999999999999995,4,0
stage3b,jpetstore,budgeted_semantic_0.050,1,0.026834044724557193,-0.29099444873580588,0.090951864225554277,0.26666666666666666,5.1351190476190478,4,0
stage3b,jpetstore,conservative,1,0,0,0,0.25185185185185183,5.477380952380952,4,0
stage3b,jpetstore,extreme_balance,1,0.15763923845512035,1,-0.040287916185810894,0.33333333333333331,4.5666666666666664,4,0
stage3b,jpetstore,extreme_semantic,1,0.43566793774694701,0,0.4406805578098677,0.45555555555555555,4.5642857142857141,4,0
stage3b,jpetstore,knee_native,1,0.076188965735996927,-0.63299316185545251,0.087693472845203527,0.31604938271604938,8.3085714285714296,5,0
stage3b,jpetstore,knee_projected_structural,1,0.042324904668979077,-0.63299316185545251,-0.027835208200814282,0.32592592592592595,8.7152380952380959,5,0
stage3b,xerces,budgeted_balance_0.010,0.96666666666666667,0.0028349467741770138,0.0057565475389753174,-0.0012960329847230606,0.21072609633357298,8.0687653361834233,31,0.011056511056511056
stage3b,xerces,budgeted_balance_0.025,1,0.018684242526308334,0.051372034787985604,-0.038234738801831272,0.22202731847591661,5.8641267268148862,29,0.0073710073710073713
stage3b,xerces,budgeted_balance_0.050,1,0.039270526084215204,0.082618957677799948,-0.065595049517878173,0.23792954708842559,2.4422337560697707,28,0.0042997542997542998
stage3b,xerces,budgeted_balance_0.100,1,0.088939446075269962,0.11644721874706279,-0.14825068826527404,0.27414809489575842,2.4195307774228274,28,0.0024570024570024569
stage3b,xerces,budgeted_semantic_0.050,1,0.0013571090394113396,4.061617215257247e-05,0.0044707882130385623,0.20938892882818116,8.0695281732252244,31,0.013513513513513514
stage3b,xerces,conservative,1,0.00046216914641969219,5.4153674311139215e-05,0.0037878869938404698,0.20911574406901509,8.0696162029868432,31,0.013513513513513514
stage3b,xerces,extreme_balance,1,1.0169421957669347,0.98372274586496244,-0.91500270393856287,0.75089863407620416,0.10209145505046459,4,0
stage3b,xerces,extreme_semantic,1,0.0013571090394113396,4.061617215257247e-05,0.0044707882130385623,0.20938892882818116,8.0695281732252244,31,0.013513513513513514
stage3b,xerces,knee_native,1,0.039556488274660434,0.072357946899506531,-0.039868741449219439,0.23792954708842559,8.814957279261467,29,0.0067567567567567571
stage3b,xerces,knee_projected_structural,1,0.073489821306567824,0.080311746792840311,-0.12515244878769971,0.26455787203450754,8.9158000139682834,28,0.0036855036855036856
