subject,seed,n_structural_candidates,has_structural_candidate,leiden_coupling,leiden_cohesion,leiden_imbalance,leiden_weighted_modularity,leiden_cluster_count,leiden_singleton_count,leiden_singleton_ratio,leiden_max_cluster_size,leiden_max_cluster_ratio,current_selected_solution_id,current_selected_coupling,current_selected_cohesion,current_selected_imbalance,current_selected_weighted_modularity,current_selected_cluster_count,current_selected_singleton_count,current_selected_singleton_ratio,current_selected_max_cluster_size,current_selected_max_cluster_ratio,structural_solution_id,structural_coupling,structural_cohesion,structural_imbalance,structural_weighted_modularity,structural_cluster_count,structural_singleton_count,structural_singleton_ratio,structural_max_cluster_size,structural_max_cluster_ratio,structural_is_injected_seed,modularity_minus_leiden,modularity_loss_vs_leiden,modularity_minus_current_selected,coupling_minus_current_selected,cohesion_minus_current_selected,imbalance_minus_current_selected,same_as_current_selected,structural_mojofm_vs_reference,structural_pairwise_f1,structural_reference_coverage_ratio,structural_ari_vs_reference,structural_nmi_vs_reference,structural_pairwise_precision,structural_pairwise_recall,current_selected_mojofm_vs_reference,current_selected_pairwise_f1,current_selected_reference_coverage_ratio,current_selected_ari_vs_reference,current_selected_nmi_vs_reference,current_selected_pairwise_precision,current_selected_pairwise_recall
daytrader,10,1,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed10_solution034,0.4547970479704797,6.240295121545122,0.6220694913899825,0.2952269934369086,8,1,0.0188679245283018,13,0.2452830188679245,seed10_solution026,0.3879151291512915,10.276190476190475,0.7089922350209786,0.1403989469438052,9.0,0.0,0.0,16.0,0.3018867924528302,False,-0.1841978169551068,0.1841978169551068,-0.15482804649310342,-0.0668819188191882,4.035895354645353,0.08692274363099617,False,19.565217391304344,0.1134020618556701,1.0,-0.030988464148382727,0.32609008408873374,0.10576923076923077,0.12222222222222222,23.913043478260864,0.17632241813602015,1.0,0.03910898056492645,0.3707386530295335,0.16129032258064516,0.19444444444444445
daytrader,11,0,False,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed11_solution037,0.415590405904059,6.772379136015499,0.9358186239726222,0.316515234167563,11,4,0.0754716981132075,14,0.2641509433962264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrader,12,0,False,0.422970479704797,6.32983682983683,0.8752764909240153,0.3207882220081428,11,4,0.0754716981132075,13,0.2452830188679245,seed12_solution041,0.4663284132841328,7.500559757702613,0.5228832626623026,0.2774492236965729,7,0,0.0,14,0.2641509433962264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrader,13,2,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed13_solution041,0.4460332103321033,5.716221873364731,0.5552429799834777,0.2799032556746231,7,0,0.0,14,0.2641509433962264,seed13_solution037,0.4068265682656826,11.19782196969697,0.7468934118071504,0.1278683739328168,8.0,1.0,0.018867924528301886,16.0,0.3018867924528302,False,-0.1967283899660952,0.1967283899660952,-0.1520348817418063,-0.039206642066420716,5.481600096332238,0.1916504318236727,False,17.391304347826086,0.12177985948477751,1.0,-0.034563531310186864,0.26505508034120917,0.10526315789473684,0.14444444444444443,21.739130434782606,0.16346153846153846,1.0,0.017907464447211478,0.32065468950142245,0.1440677966101695,0.18888888888888888
daytrader,14,1,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed14_solution036,0.4188191881918819,8.68452380952381,0.653331686535124,0.3233561847265152,8,0,0.0,13,0.2452830188679245,seed14_solution034,0.4095940959409594,12.234261936893516,0.8728327174505945,0.0886248187320434,7.0,1.0,0.018867924528301886,20.0,0.37735849056603776,False,-0.2359719451668686,0.2359719451668686,-0.23473136599447175,-0.009225092250922495,3.5497381273697055,0.21950103091547057,False,21.739130434782606,0.1775147928994083,1.0,0.01084475475361751,0.30645722978862777,0.13761467889908258,0.25,23.913043478260864,0.16831683168316827,1.0,0.027441227377371483,0.3620371859472663,0.15178571428571427,0.18888888888888888
daytrader,15,0,False,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed15_solution035,0.415590405904059,4.4393939393939394,0.8095636963367899,0.1426988373320081,10,0,0.0,15,0.2830188679245283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrader,16,0,False,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed16_solution042,0.4358856088560885,7.639658489658491,0.6426183534311849,0.3126535033223947,9,2,0.0377358490566037,11,0.2075471698113207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrader,17,1,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed17_solution038,0.4178966789667896,7.0012043512043505,0.8312600291287053,0.324596763898912,10,3,0.0566037735849056,13,0.2452830188679245,seed17_solution038,0.4178966789667896,7.0012043512043505,0.8312600291287053,0.324596763898912,10.0,3.0,0.05660377358490566,13.0,0.24528301886792453,True,0.0,0.0,0.0,0.0,0.0,0.0,True,26.086956521739136,0.18925831202046037,1.0,0.056201089798158306,0.41918381432660323,0.17535545023696683,0.20555555555555555,26.086956521739136,0.18925831202046037,1.0,0.056201089798158306,0.41918381432660323,0.17535545023696683,0.20555555555555555
daytrader,18,3,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed18_solution039,0.3999077490774907,6.495537958773253,0.4180852793615158,0.1572161241676994,4,0,0.0,18,0.3396226415094339,seed18_solution041,0.4109778597785978,21.48422884305237,0.547820043055018,0.1334621498890266,4.0,0.0,0.0,21.0,0.39622641509433965,False,-0.1911346140098854,0.1911346140098854,-0.02375397427867279,0.011070110701107083,14.988690884279118,0.12973476369350218,False,19.565217391304344,0.2065573770491803,1.0,0.02745486890839627,0.24713356643905354,0.14651162790697675,0.35,23.913043478260864,0.21201413427561838,1.0,0.04118641846649234,0.2238710848395752,0.15544041450777202,0.3333333333333333
daytrader,19,2,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed19_solution053,0.5046125461254612,5.080898268398268,0.4059893356858493,0.1722984904549228,8,0,0.0,11,0.2075471698113207,seed19_solution028,0.3362546125461255,9.055555555555554,0.8730366265101339,0.1076248706444628,10.0,1.0,0.018867924528301886,18.0,0.33962264150943394,False,-0.2169718932544492,0.2169718932544492,-0.06467361981045999,-0.16835793357933576,3.974657287157285,0.46704729082428464,False,17.391304347826086,0.08977556109725686,1.0,-0.063321057549607,0.2989861442106418,0.08144796380090498,0.1,19.565217391304344,0.11731843575418995,1.0,-0.01445331792640084,0.309450914705515,0.11797752808988764,0.11666666666666667
daytrader,20,2,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed20_solution049,0.5009225092250923,5.951851851851852,0.4116495137598382,0.269597257492409,9,0,0.0,10,0.1886792452830188,seed20_solution031,0.3588560885608856,12.66709080393291,0.8378718230631894,0.0966989020097766,7.0,1.0,0.018867924528301886,20.0,0.37735849056603776,False,-0.2278978618891354,0.2278978618891354,-0.17289835548263238,-0.14206642066420672,6.715238952081058,0.4262223093033512,False,23.913043478260864,0.15353535353535352,1.0,-0.015248544952612042,0.27981998486607923,0.12063492063492064,0.2111111111111111,26.086956521739136,0.15476190476190474,1.0,0.0380879345603272,0.4122123661785641,0.16666666666666666,0.14444444444444443
daytrader,21,2,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed21_solution036,0.4363468634686346,7.234480103230103,0.5987408170800917,0.2908870938916955,8,0,0.0,14,0.2641509433962264,seed21_solution032,0.404520295202952,7.40188492063492,0.6401205831580141,0.1822428037472258,8.0,0.0,0.0,16.0,0.3018867924528302,False,-0.14235396015168622,0.14235396015168622,-0.10864429014446969,-0.03182656826568259,0.16740481740481705,0.041379766077922375,False,28.260869565217394,0.199501246882793,1.0,0.06486011103171549,0.4029973436872965,0.18099547511312217,0.2222222222222222,21.739130434782606,0.15306122448979592,1.0,0.013711151736745879,0.3642008720664071,0.14150943396226415,0.16666666666666666
daytrader,22,3,True,0.4142066420664206,7.082885632885632,0.8342524894126091,0.3153739055840741,12,4,0.0754716981132075,13,0.2452830188679245,seed22_solution044,0.445110701107011,6.386263736263737,0.6203502725574942,0.2107927196661266,10,0,0.0,13,0.2452830188679245,seed22_solution033,0.3759225092250922,9.079642857142858,0.8095636963367899,0.1047138391702183,10.0,1.0,0.018867924528301886,16.0,0.3018867924528302,False,-0.21066006641385576,0.21066006641385576,-0.10607888049590829,-0.06918819188191883,2.693379120879121,0.18921342377929573,False,23.913043478260864,0.13989637305699482,1.0,0.0005505212474986173,0.3875936217322896,0.13106796116504854,0.15,28.260869565217394,0.14942528735632182,1.0,0.026668957486207352,0.424501494472755,0.15476190476190477,0.14444444444444443
daytrader,23,2,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed23_solution029,0.4178966789667896,7.154761904761905,0.8482176148297745,0.324596763898912,10,3,0.0566037735849056,13,0.2452830188679245,seed23_solution029,0.4178966789667896,7.154761904761905,0.8482176148297745,0.324596763898912,10.0,3.0,0.05660377358490566,13.0,0.24528301886792453,True,0.0,0.0,0.0,0.0,0.0,0.0,True,23.913043478260864,0.17215189873417722,1.0,0.03491893512668394,0.39569569031643603,0.15813953488372093,0.18888888888888888,23.913043478260864,0.17215189873417722,1.0,0.03491893512668394,0.39569569031643603,0.15813953488372093,0.18888888888888888
daytrader,24,3,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed24_solution051,0.4432656826568266,5.611212121212121,0.52729013632008,0.1252555197369319,10,0,0.0,11,0.2075471698113207,seed24_solution042,0.3952952029520295,9.03563725490196,0.7962621828682713,0.0879562335752509,10.0,0.0,0.0,17.0,0.32075471698113206,False,-0.2366405303236611,0.2366405303236611,-0.03729928616168099,-0.047970479704797064,3.424425133689839,0.2689720465481913,False,15.217391304347828,0.09399477806788512,1.0,-0.05162153008396856,0.3145168166213732,0.08866995073891626,0.1,26.086956521739136,0.13813813813813813,1.0,0.02057484757079104,0.3953829997317788,0.1503267973856209,0.12777777777777777
daytrader,25,1,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed25_solution039,0.4215867158671587,6.044011544011544,0.6525138288977578,0.3223032561852371,9,1,0.0188679245283018,12,0.2264150943396226,seed25_solution034,0.3690036900369003,10.552678571428572,0.8701775515169967,0.0762063680369276,8.0,0.0,0.0,21.0,0.39622641509433965,False,-0.24839039586198441,0.24839039586198441,-0.2460968881483095,-0.05258302583025837,4.508667027417029,0.21766372261923894,False,19.565217391304344,0.1341991341991342,1.0,-0.030057034362642874,0.309004842155221,0.1099290780141844,0.17222222222222222,21.739130434782606,0.16489361702127658,1.0,0.03323740750008936,0.38851994317850375,0.15816326530612246,0.17222222222222222
daytrader,26,4,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed26_solution044,0.4474169741697417,6.751448714684009,0.2467301288796607,0.1409266877493498,4,0,0.0,18,0.3396226415094339,seed26_solution014,0.2338560885608856,7.901014440864065,0.8044907775595412,0.1066382155403658,7.0,0.0,0.0,20.0,0.37735849056603776,False,-0.21795854835854622,0.21795854835854622,-0.034288472208984,-0.21356088560885608,1.1495657261800565,0.5577606486798805,False,15.217391304347828,0.12396694214876033,1.0,-0.047998966838381965,0.22873035914360237,0.09868421052631579,0.16666666666666666,19.565217391304344,0.18631178707224336,1.0,0.01746553206234548,0.20425295059275564,0.1416184971098266,0.2722222222222222
daytrader,27,0,False,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed27_solution043,0.4838560885608856,21.135315664727425,1.0861764501603213,0.1368551796680328,13,4,0.0754716981132075,18,0.3396226415094339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daytrader,28,5,True,0.4178966789667896,6.5407774044137685,0.8929931748074893,0.324596763898912,11,4,0.0754716981132075,13,0.2452830188679245,seed28_solution057,0.518450184501845,5.208134920634921,0.3692525620902061,0.2221943039310469,8,0,0.0,10,0.1886792452830188,seed28_solution041,0.3828413284132841,7.01986954565902,0.5356630025123922,0.1181129878065386,5.0,0.0,0.0,20.0,0.37735849056603776,False,-0.2064837760923734,0.2064837760923734,-0.10408131612450829,-0.13560885608856088,1.8117346250240995,0.16641044042218606,False,17.391304347826086,0.16310679611650483,1.0,-0.008229921741049442,0.2526827453121809,0.1253731343283582,0.23333333333333334,26.086956521739136,0.15864022662889515,1.0,0.035100458795626115,0.3690090958815775,0.16184971098265896,0.15555555555555556
daytrader,29,4,True,0.4174354243542435,8.53566341066341,0.8544899527716416,0.3125031913372638,12,4,0.0754716981132075,13,0.2452830188679245,seed29_solution059,0.5465867158671587,15.189810806477473,0.6574057128371451,0.1658814558625291,9,0,0.0,12,0.2264150943396226,seed29_solution040,0.397140221402214,12.45595238095238,0.6128445950532723,0.1372117584183223,8.0,0.0,0.0,15.0,0.2830188679245283,False,-0.17529143291894148,0.17529143291894148,-0.028669697444206776,-0.14944649446494468,-2.733858425525092,-0.04456111778387284,False,19.565217391304344,0.12658227848101267,1.0,-0.01820479321496649,0.32272219424979165,0.11627906976744186,0.1388888888888889,19.565217391304344,0.10610079575596816,1.0,-0.035221785789124056,0.2906925036546652,0.10152284263959391,0.1111111111111111
