class_id,class_name,raw_cluster_id,ssa_cluster_id,raw_cluster_size,ssa_cluster_size,lost_same_cluster_neighbors,gained_same_cluster_neighbors,membership_jaccard
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,1,3,20,9,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean;com.ibm.websphere.samples.daytrader.entities.AccountDataBean;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.HoldingDataBean;com.ibm.websphere.samples.daytrader.entities.OrderDataBean;com.ibm.websphere.samples.daytrader.util.FinancialUtils;com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.HoldingData;com.ibm.websphere.samples.daytrader.web.jsf.OrderData;com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF;com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,,0.42105263157894735
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,1,2,20,12,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean;com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal;com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote;com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean;com.ibm.websphere.samples.daytrader.entities.QuoteDataBean;com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF;com.ibm.websphere.samples.daytrader.web.jsf.QuoteData;com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many;com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.42857142857142855
