seed_i,seed_j,ari_raw_i_vs_raw_j
10,12,0.9164855978023893
10,13,0.9176299148313878
10,14,0.6787638364416582
10,15,0.8439464167737181
10,16,0.6578330621672415
10,17,0.9533821406026772
10,18,0.6835396192337196
10,19,0.6938769743893106
10,20,0.9428668244117566
10,21,0.8145870423307803
10,22,0.713625575488707
10,23,0.9533821406026772
10,24,0.7930299486993323
10,25,1.0
10,26,0.8439464167737181
10,27,1.0
10,28,0.713625575488707
10,29,0.9176299148313878
11,12,0.9600779762806129
11,13,0.8415615655292272
11,14,0.7260684242178881
11,15,0.771475867010548
11,16,0.6569169336803301
11,17,0.9381887027447451
11,18,0.6631329341308096
11,19,0.6937034705091495
11,20,0.862969158349266
11,21,0.802793911632188
11,22,0.7026835256893736
11,23,0.9381887027447451
11,24,0.7193255867294466
11,25,0.9193375302960661
11,26,0.771475867010548
11,27,0.9193375302960661
11,28,0.7026835256893736
11,29,0.8415615655292272
12,13,0.8737046465382574
12,14,0.725114186973549
12,15,0.8022504999783124
12,16,0.6851091513333395
12,17,0.9134322814361732
12,18,0.66554739642517
12,19,0.712872813518098
12,20,0.860124396553001
12,21,0.8206380930554505
12,22,0.7307370841505204
12,23,0.9134322814361732
12,24,0.7513840242498815
12,25,0.9164855978023893
12,26,0.8022504999783124
12,27,0.9164855978023893
12,28,0.7307370841505204
12,29,0.8737046465382574
13,14,0.7027999243977914
13,15,0.9236048469394638
13,16,0.66900573266172
13,17,0.8730612808445536
13,18,0.7411762456688517
13,19,0.67311846151319
13,20,0.8608380911659462
13,21,0.7872605952236481
13,22,0.7433520099529414
13,23,0.8730612808445536
13,24,0.8006526689704675
13,25,0.9176299148313878
13,26,0.9236048469394638
13,27,0.9176299148313878
13,28,0.7433520099529414
13,29,1.0
14,15,0.7076465484035025
14,16,0.7591386593318958
14,17,0.6934433743608356
14,18,0.785521022845345
14,19,0.7066443885858469
14,20,0.6205050984741605
14,21,0.6156330845389775
14,22,0.9222324058091608
14,23,0.6934433743608356
14,24,0.788864868048463
14,25,0.6787638364416582
14,26,0.7076465484035025
14,27,0.6787638364416582
14,28,0.9222324058091608
14,29,0.7027999243977914
15,16,0.6544212068087585
15,17,0.8008664351479645
15,18,0.7773637068319171
15,19,0.6702823635527165
15,20,0.787066187869659
15,21,0.7194251547102996
15,22,0.7517854097521628
15,23,0.8008664351479645
15,24,0.7696200449793607
15,25,0.8439464167737181
15,26,1.0
15,27,0.8439464167737181
15,28,0.7517854097521628
15,29,0.9236048469394638
16,17,0.6525165283047495
16,18,0.6439373659730655
16,19,0.6903603519825996
16,20,0.6293212804809958
16,21,0.7751335982333619
16,22,0.7854398178075874
16,23,0.6525165283047495
16,24,0.793637643057418
16,25,0.6578330621672415
16,26,0.6544212068087585
16,27,0.6578330621672415
16,28,0.7854398178075874
16,29,0.66900573266172
17,18,0.6808284044592077
17,19,0.7000866206513235
17,20,0.8958962501940186
17,21,0.8577615831727448
17,22,0.7071957207172831
17,23,1.0
17,24,0.7484807515056303
17,25,0.9533821406026772
17,26,0.8008664351479645
17,27,0.9533821406026772
17,28,0.7071957207172831
17,29,0.8730612808445536
18,19,0.7169305099689584
18,20,0.6400088933865841
18,21,0.6065980744777475
18,22,0.779843211193687
18,23,0.6808284044592077
18,24,0.7093516671424754
18,25,0.6835396192337196
18,26,0.7773637068319171
18,27,0.6835396192337196
18,28,0.779843211193687
18,29,0.7411762456688517
19,20,0.6377837782487268
19,21,0.6260290706746287
19,22,0.7127975757752743
19,23,0.7000866206513235
19,24,0.7169067497563548
19,25,0.6938769743893106
19,26,0.6702823635527165
19,27,0.6938769743893106
19,28,0.7127975757752743
19,29,0.67311846151319
20,21,0.7859598413364831
20,22,0.6559198334762859
20,23,0.8958962501940186
20,24,0.7345110751775064
20,25,0.9428668244117566
20,26,0.787066187869659
20,27,0.9428668244117566
20,28,0.6559198334762859
20,29,0.8608380911659462
21,22,0.6292396995282304
21,23,0.8577615831727448
21,24,0.6646485534731679
21,25,0.8145870423307803
21,26,0.7194251547102996
21,27,0.8145870423307803
21,28,0.6292396995282304
21,29,0.7872605952236481
22,23,0.7071957207172831
22,24,0.8019082488896238
22,25,0.713625575488707
22,26,0.7517854097521628
22,27,0.713625575488707
22,28,1.0
22,29,0.7433520099529414
23,24,0.7484807515056303
23,25,0.9533821406026772
23,26,0.8008664351479645
23,27,0.9533821406026772
23,28,0.7071957207172831
23,29,0.8730612808445536
24,25,0.7930299486993323
24,26,0.7696200449793607
24,27,0.7930299486993323
24,28,0.8019082488896238
24,29,0.8006526689704675
25,26,0.8439464167737181
25,27,1.0
25,28,0.713625575488707
25,29,0.9176299148313878
26,27,0.8439464167737181
26,28,0.7517854097521628
26,29,0.9236048469394638
27,28,0.713625575488707
27,29,0.9176299148313878
28,29,0.7433520099529414
